Issue #,OriginationPhase,DetectionPhase,Category,Priority,Status,Created_at,Closed_at,Author
1463,Documentation,Field,Enhancement,Major,pendingReview,3/14/2017,,Linda
1464,Design,Testing,Inquiry,Critical,Approved,3/15/2017,,David
1465,Requirements,Coding,Bug,High,inProgress,7/16/2017,8/24/2017,Michelle
1466,Requirements,Design,Inquiry,Low,Rejected,7/17/2017,8/25/2017,Smith
1467,Testing,Field,Bug,Medium,Rejected,7/18/2017,8/26/2017,Michelle
1468,Documentation,Field,Enhancement,Major,Rejected,7/19/2017,8/27/2017,Roy
1469,Design,Coding,Inquiry,High,Rejected,7/20/2017,8/28/2017,Derek
1470,Requirements,Testing,Bug,High,Completed,7/21/2017,8/29/2017,Lindsey
1471,Documentation,Field,Inquiry,Major,pendingReview,5/10/2017,,Jessica
1472,Design,Testing,Enhancement,High,Approved,5/11/2017,,Michelle
1473,Requirements,Design,Inquiry,Low,Rejected,5/12/2017,5/13/2017,Smith
1474,Testing,Field,Bug,Medium,Completed,5/13/2017,5/14/2017,Kim
1475,Documentation,Field,Enhancement,Major,pendingReview,5/20/2017,,Linda
1476,Design,Testing,Inquiry,Critical,Approved,5/21/2017,,David
1477,Requirements,Coding,Bug,High,inProgress,5/22/2017,,Michelle
1478,Requirements,Design,Inquiry,Low,Rejected,5/17/2017,5/25/2017,Smith
1479,Testing,Field,Bug,Medium,Completed,5/18/2017,5/26/2017,Michelle
1480,Documentation,Field,Enhancement,Major,pendingReview,5/19/2017,,Roy
1481,Design,Coding,Inquiry,High,inProgress,5/20/2017,,Derek
1482,Requirements,Testing,Bug,High,Completed,5/21/2017,5/25/2017,Lindsey
1483,Testing,Field,Bug,Medium,Completed,5/22/2017,5/26/2017,Joseph
1484,Documentation,Field,Enhancement,Major,pendingReview,5/27/2017,,Roy
1485,Design,Coding,Inquiry,High,inProgress,5/28/2017,,John
1486,Coding,Testing,Bug,Low,Completed,5/25/2017,6/3/2017,Victoria
1487,Design,Coding,Inquiry,High,inProgress,5/26/2017,,Lindsey
1488,Coding,Testing,Bug,Low,Completed,5/27/2017,6/5/2017,David
1489,Testing,Field,Enhancement,Medium,Completed,5/28/2017,6/6/2017,Catherine
1490,Design,Testing,Inquiry,Critical,Approved,3/6/2017,,Roy
1491,Requirements,Coding,Bug,Critical,inProgress,3/7/2017,,Michelle
1492,Requirements,Design,Inquiry,Low,Rejected,3/8/2017,3/19/2017,Roy
1493,Testing,Field,Bug,Medium,Completed,3/9/2017,3/10/2017,John
1494,Documentation,Field,Enhancement,Major,pendingReview,4/5/2017,,Sandy
1495,Design,Testing,Bug,Critical,Completed,4/6/2017,6/8/2017,David
1496,Requirements,Coding,Bug,High,Completed,4/7/2017,6/9/2017,Michelle
1497,Requirements,Design,Inquiry,Low,Completed,4/8/2017,,Jeremy
1498,Testing,Field,Bug,Medium,Completed,4/9/2017,6/11/2017,Joseph
1499,Documentation,Field,Enhancement,Major,Completed,4/10/2017,6/12/2017,Roy
1500,Design,Coding,Inquiry,Low,Completed,4/11/2017,,Zachary
1501,Testing,Field,Bug,Medium,Completed,4/12/2017,6/14/2017,Tamara
1502,Documentation,Field,Enhancement,Major,pendingReview,4/13/2017,,Eric
1503,Design,Coding,Inquiry,High,inProgress,4/14/2017,,John
1504,Documentation,Field,Enhancement,Major,pendingReview,6/5/2017,,Sandy
1505,Design,Testing,Bug,Critical,Approved,6/6/2017,,David
1506,Requirements,Coding,Bug,High,pendingReview,6/7/2017,,Michelle
1507,Requirements,Design,Inquiry,Low,pendingReview,6/8/2017,,Jeremy
1508,Testing,Field,Bug,Medium,pendingReview,6/9/2017,,Joseph
1509,Documentation,Field,Enhancement,Major,Completed,6/10/2017,8/3/2017,Roy
1510,Design,Coding,Inquiry,Low,Completed,6/11/2017,8/4/2017,Zachary
1511,Testing,Field,Bug,Medium,Completed,6/12/2017,,Tamara
1512,Documentation,Field,Enhancement,Major,Completed,6/13/2017,,Eric
1513,Documentation,Field,Enhancement,Major,Completed,4/10/2017,8/7/2017,Roy
1514,Design,Coding,Inquiry,Low,Completed,4/11/2017,,Zachary
1515,Testing,Field,Bug,Medium,Completed,4/12/2017,8/9/2017,Tamara
1516,Documentation,Field,Enhancement,Major,Completed,4/13/2017,8/10/2017,Eric
1517,Design,Coding,Inquiry,High,inProgress,4/14/2017,,John
1518,Documentation,Field,Enhancement,Major,pendingReview,6/5/2017,,Sandy
1519,Design,Testing,Bug,Critical,Approved,6/6/2017,,David
1520,Requirements,Coding,Bug,High,pendingReview,6/7/2017,,Michelle
1521,Requirements,Design,Inquiry,Low,pendingReview,6/8/2017,,Jeremy
1522,Testing,Field,Bug,Medium,pendingReview,6/9/2017,,Joseph
1523,Documentation,Field,Enhancement,Major,pendingReview,6/10/2017,,Roy
1524,Design,Coding,Inquiry,Low,Approved,6/11/2017,,Zachary
1525,Testing,Field,Bug,Medium,Approved,6/12/2017,,Tamara
1526,Documentation,Field,Enhancement,Major,pendingReview,6/13/2017,,Eric
1527,Testing,Field,Bug,Medium,Completed,4/13/2017,4/14/2017,Kim
1528,Documentation,Field,Enhancement,Major,pendingReview,4/14/2017,,Linda
1529,Design,Testing,Inquiry,Critical,Approved,4/15/2017,,David
1530,Requirements,Coding,Bug,High,inProgress,4/16/2017,7/24/2017,Michelle
1531,Requirements,Design,Inquiry,Low,Rejected,4/17/2017,,Smith
1532,Testing,Field,Bug,Medium,Rejected,4/18/2017,7/26/2017,Michelle
1533,Documentation,Field,Enhancement,Major,Rejected,4/19/2017,,Roy
1534,Design,Coding,Inquiry,High,Rejected,4/20/2017,,Derek
1535,Requirements,Testing,Bug,High,Completed,4/21/2017,7/29/2017,Lindsey
1536,Testing,Field,Bug,Medium,Completed,4/22/2017,7/30/2017,Joseph
1537,Testing,Field,Bug,Medium,Approved,4/9/2017,,Joseph
1538,Documentation,Field,Enhancement,Major,Approved,4/10/2017,,Roy
1539,Design,Coding,Inquiry,Low,Approved,4/11/2017,,Zachary
1540,Testing,Field,Bug,Medium,Approved,4/12/2017,,Tamara
1541,Documentation,Field,Enhancement,Major,pendingReview,4/13/2017,,Eric
1542,Design,Coding,Inquiry,High,inProgress,4/14/2017,,John
1543,Documentation,Field,Enhancement,Major,pendingReview,6/5/2017,,Sandy
1544,Design,Testing,Bug,Critical,Approved,6/6/2017,,David
1545,Requirements,Coding,Bug,High,Completed,6/7/2017,7/12/2017,Michelle
1546,Requirements,Design,Inquiry,Low,Completed,6/8/2017,,Jeremy
1547,Testing,Field,Bug,Medium,Completed,6/9/2017,7/14/2017,Joseph
1548,Documentation,Field,Enhancement,Major,Completed,6/10/2017,,Roy
1549,Design,Coding,Inquiry,Low,Completed,6/11/2017,,Zachary
1550,Testing,Field,Bug,Medium,Completed,6/12/2017,7/17/2017,Tamara
1551,Documentation,Field,Enhancement,Major,Completed,6/13/2017,7/18/2017,Eric
1552,Documentation,Field,Enhancement,Major,Completed,4/10/2017,7/19/2017,Roy
1553,Design,Coding,Inquiry,Low,Completed,4/11/2017,,Zachary
1554,Testing,Field,Bug,Medium,Completed,4/12/2017,7/21/2017,Tamara
1555,Documentation,Field,Enhancement,Major,pendingReview,4/13/2017,,Eric
1556,Design,Coding,Inquiry,High,inProgress,4/14/2017,,John
1557,Documentation,Field,Enhancement,Major,pendingReview,6/5/2017,,Sandy
1558,Design,Testing,Bug,Critical,Approved,6/6/2017,,David
1559,Requirements,Coding,Bug,High,pendingReview,6/7/2017,,Michelle
1560,Requirements,Design,Inquiry,Low,pendingReview,6/8/2017,,Jeremy
1561,Testing,Field,Bug,Medium,pendingReview,6/9/2017,,Joseph
1562,Documentation,Field,Enhancement,Major,pendingReview,6/10/2017,,Roy
1563,Design,Coding,Inquiry,Low,Approved,6/11/2017,,Zachary
1564,Testing,Field,Bug,Medium,Approved,6/12/2017,,Tamara
1565,Documentation,Field,Enhancement,Major,pendingReview,6/13/2017,,Eric
1566,Testing,Field,Bug,Medium,Completed,4/13/2017,4/14/2017,Kim
1567,Documentation,Field,Enhancement,Major,pendingReview,4/14/2017,,Linda
1568,Design,Coding,Inquiry,Low,Completed,4/11/2017,,Zachary
1569,Testing,Field,Bug,Medium,Completed,4/12/2017,6/14/2017,Tamara
1570,Documentation,Field,Enhancement,Major,pendingReview,4/13/2017,,Eric
1571,Design,Coding,Inquiry,High,inProgress,4/14/2017,,John
1572,Documentation,Field,Enhancement,Major,pendingReview,6/5/2017,,Sandy
1573,Design,Testing,Bug,Critical,Approved,6/6/2017,,David
1574,Requirements,Coding,Bug,High,pendingReview,6/7/2017,,Michelle
1575,Requirements,Design,Inquiry,Low,pendingReview,6/8/2017,,Jeremy
1576,Testing,Field,Bug,Medium,pendingReview,6/9/2017,,Joseph
1577,Documentation,Field,Enhancement,Major,Completed,6/10/2017,8/3/2017,Roy
1578,Design,Coding,Inquiry,Low,Completed,6/11/2017,8/4/2017,Zachary
1579,Testing,Field,Bug,Medium,Completed,6/12/2017,,Tamara
1580,Documentation,Field,Enhancement,Major,Completed,6/13/2017,,Eric
1581,Documentation,Field,Enhancement,Major,Completed,4/10/2017,8/7/2017,Roy
1582,Design,Coding,Inquiry,Low,Completed,4/11/2017,,Zachary
1583,Testing,Field,Bug,Medium,Completed,4/12/2017,8/9/2017,Tamara
1584,Documentation,Field,Enhancement,Major,Completed,4/13/2017,8/10/2017,Eric
1585,Design,Coding,Inquiry,High,inProgress,4/14/2017,,John
1586,Documentation,Field,Enhancement,Major,pendingReview,6/5/2017,,Sandy
1587,Design,Testing,Bug,Critical,Approved,6/6/2017,,David
1588,Requirements,Coding,Bug,High,pendingReview,6/7/2017,,Michelle
1589,Requirements,Design,Inquiry,Low,pendingReview,6/8/2017,,Jeremy
1590,Testing,Field,Bug,Medium,pendingReview,6/9/2017,,Joseph
1591,Documentation,Field,Enhancement,Major,pendingReview,6/10/2017,,Roy
1592,Design,Coding,Inquiry,Low,Approved,6/11/2017,,Zachary
1593,Testing,Field,Bug,Medium,Approved,6/12/2017,,Tamara
1594,Documentation,Field,Enhancement,Major,pendingReview,6/13/2017,,Eric
1595,Testing,Field,Bug,Medium,Completed,4/13/2017,4/14/2017,Kim
1596,Documentation,Field,Enhancement,Major,pendingReview,4/14/2017,,Linda
1597,Design,Testing,Inquiry,Critical,Approved,4/15/2017,,David
1598,Requirements,Coding,Bug,High,inProgress,4/16/2017,7/24/2017,Michelle
1599,Requirements,Design,Inquiry,Low,Rejected,4/17/2017,,Smith
1600,Testing,Field,Bug,Medium,Rejected,4/18/2017,7/26/2017,Michelle
1601,Documentation,Field,Enhancement,Major,Rejected,4/19/2017,,Roy
1602,Design,Coding,Inquiry,High,Rejected,4/20/2017,,Derek
1603,Requirements,Testing,Bug,High,Completed,4/21/2017,7/29/2017,Lindsey
1604,Testing,Field,Bug,Medium,Completed,4/22/2017,7/30/2017,Joseph
1605,Testing,Field,Bug,Medium,Approved,4/9/2017,,Joseph
1606,Documentation,Field,Enhancement,Major,Approved,4/10/2017,,Roy
1607,Design,Coding,Inquiry,Low,Approved,4/11/2017,,Zachary
1608,Testing,Field,Bug,Medium,Approved,4/12/2017,,Tamara
1609,Documentation,Field,Enhancement,Major,pendingReview,4/13/2017,,Eric
1610,Design,Coding,Inquiry,High,inProgress,4/14/2017,,John
1611,Documentation,Field,Enhancement,Major,pendingReview,6/5/2017,,Sandy
1612,Design,Testing,Bug,Critical,Approved,6/6/2017,,David
1613,Requirements,Coding,Bug,High,Completed,6/7/2017,7/12/2017,Michelle
1614,Requirements,Design,Inquiry,Low,Completed,6/8/2017,,Jeremy
1615,Testing,Field,Bug,Medium,Completed,6/9/2017,7/14/2017,Joseph
1616,Documentation,Field,Enhancement,Major,Completed,6/10/2017,,Roy
1617,Design,Coding,Inquiry,Low,Completed,6/11/2017,,Zachary
1618,Testing,Field,Bug,Medium,Completed,6/12/2017,7/17/2017,Tamara
1619,Documentation,Field,Enhancement,Major,Completed,6/13/2017,7/18/2017,Eric
1620,Documentation,Field,Enhancement,Major,Completed,4/10/2017,7/19/2017,Roy
1621,Design,Coding,Inquiry,Low,Completed,4/11/2017,,Zachary
1622,Testing,Field,Bug,Medium,Completed,4/12/2017,7/21/2017,Tamara
1623,Documentation,Field,Enhancement,Major,pendingReview,4/13/2017,,Eric
1624,Design,Coding,Inquiry,High,inProgress,4/14/2017,,John
1625,Documentation,Field,Enhancement,Major,pendingReview,6/5/2017,,Sandy
1626,Design,Testing,Bug,Critical,Approved,6/6/2017,,David
1627,Requirements,Coding,Bug,High,pendingReview,6/7/2017,,Michelle
1628,Coding,Testing,Bug,Low,Completed,3/2/2017,3/3/2017,Linda
1629,Design,Coding,Inquiry,High,inProgress,3/3/2017,,Lindsey
1630,Coding,Testing,Bug,Low,Completed,3/4/2017,3/15/2017,David
1631,Testing,Field,Enhancement,Medium,Completed,3/5/2017,3/16/2017,Catherinee
1632,Design,Testing,Inquiry,Critical,Approved,3/6/2017,,Smith
1633,Requirements,Coding,Bug,High,inProgress,3/7/2017,,Joseph
1634,Requirements,Design,Inquiry,Low,Rejected,3/8/2017,3/19/2017,Victor
1635,Testing,Field,Bug,Medium,Completed,3/9/2017,3/10/2017,Justin
1636,Documentation,Field,Inquiry,Major,pendingReview,3/10/2017,,Jessica
1637,Design,Testing,Enhancement,High,Approved,4/11/2017,4/12/2017,Michelle
1638,Requirements,Design,Inquiry,Low,Rejected,4/12/2017,4/13/2017,Smith
1639,Testing,Field,Bug,Medium,Completed,4/13/2017,4/14/2017,Kim
1640,Documentation,Field,Enhancement,Major,pendingReview,3/14/2017,,Linda
1641,Design,Testing,Inquiry,Critical,Approved,3/15/2017,,David
1642,Requirements,Coding,Bug,High,inProgress,7/16/2017,8/24/2017,Michelle
1643,Requirements,Design,Inquiry,Low,Rejected,7/17/2017,8/25/2017,Smith
1644,Testing,Field,Bug,Medium,Rejected,7/18/2017,8/26/2017,Michelle
1645,Documentation,Field,Enhancement,Major,Rejected,7/19/2017,,Roy
1646,Design,Coding,Inquiry,High,Rejected,7/20/2017,8/28/2017,Derek
1647,Requirements,Testing,Bug,High,Completed,7/21/2017,8/29/2017,Lindsey
1648,Design,Coding,Inquiry,High,inProgress,3/3/2017,,Joseph
1649,Coding,Testing,Bug,Low,Completed,3/4/2017,3/28/2017,David
1650,Testing,Field,Enhancement,Medium,Completed,3/5/2017,3/29/2017,Catherine
1651,Design,Testing,Inquiry,Critical,Approved,3/6/2017,,Roy
1652,Coding,Testing,Bug,Low,Completed,3/4/2017,3/15/2017,David
1653,Testing,Field,Enhancement,Medium,Completed,3/5/2017,3/16/2017,Rose
1654,Design,Testing,Inquiry,Critical,Approved,3/6/2017,,Smith
1655,Requirements,Coding,Bug,High,inProgress,3/7/2017,,Joseph
1656,Requirements,Design,Inquiry,Low,Rejected,3/12/2017,3/13/2017,Smith
1657,Testing,Field,Bug,Medium,Completed,3/13/2017,3/14/2017,Kim
1658,Documentation,Field,Enhancement,Major,pendingReview,3/14/2017,,Linda
1659,Design,Testing,Inquiry,Critical,Approved,3/15/2017,,David
1660,Requirements,Coding,Bug,High,inProgress,3/16/2017,,Michelle
1661,Requirements,Design,Inquiry,Low,Rejected,3/17/2017,3/25/2017,Smith
1662,Testing,Field,Bug,Medium,Completed,3/18/2017,3/26/2017,Michelle
1663,Documentation,Field,Enhancement,Major,pendingReview,3/19/2017,,Roy
1664,Design,Coding,Inquiry,High,inProgress,3/20/2017,,Kristen
1665,Requirements,Testing,Bug,High,Completed,3/17/2017,3/25/2017,Lindsey
1666,Testing,Field,Bug,Medium,Completed,2/27/2017,3/18/2017,Joseph
1667,Documentation,Field,Enhancement,Major,pendingReview,2/28/2017,,Mark
1668,Design,Coding,Inquiry,High,inProgress,3/1/2017,3/20/2017,James
1669,Coding,Testing,Bug,Low,Completed,3/2/2017,3/3/2017,Rose
1670,Design,Coding,Inquiry,High,inProgress,3/3/2017,3/4/2017,Lindsey
1671,Coding,Testing,Bug,Low,Completed,3/4/2017,3/15/2017,David
1672,Testing,Field,Enhancement,Medium,Completed,3/5/2017,3/16/2017,Kristen
1673,Design,Testing,Inquiry,Critical,Approved,3/6/2017,,Robert
1674,Requirements,Coding,Bug,Critical,inProgress,3/7/2017,,Michelle
1675,Requirements,Design,Inquiry,Low,Rejected,3/8/2017,3/19/2017,Roy
1676,Testing,Field,Bug,Medium,Completed,3/9/2017,3/10/2017,John
1677,Documentation,Field,Inquiry,Major,pendingReview,3/10/2017,,Jessica
1678,Design,Testing,Enhancement,High,Approved,3/11/2017,,Joseph
1679,Requirements,Design,Inquiry,Low,Rejected,3/12/2017,3/13/2017,Smith
1680,Testing,Field,Bug,Medium,Completed,2/13/2017,3/7/2017,Kim
1681,Documentation,Field,Enhancement,Major,pendingReview,1/5/2017,,Sandy
1682,Design,Testing,Bug,Critical,Approved,1/6/2017,,David
1683,Requirements,Coding,Bug,High,inProgress,1/7/2017,,Michelle
1684,Requirements,Design,Inquiry,Low,Rejected,1/8/2017,4/3/2017,Jeremy
1685,Testing,Field,Bug,Medium,Completed,1/9/2017,4/10/2017,Joseph
1686,Documentation,Field,Enhancement,Major,pendingReview,10/10/2017,,Roy
1687,Design,Coding,Inquiry,Low,inProgress,10/11/2017,,Zachary
1688,Testing,Field,Bug,Medium,Completed,10/12/2017,10/15/2017,Tamara
1689,Documentation,Field,Enhancement,Major,pendingReview,10/13/2017,,Eric
1690,Design,Coding,Inquiry,High,inProgress,10/14/2017,,John
1691,Coding,Testing,Bug,Low,Completed,10/15/2017,10/18/2017,Robert
1692,Design,Coding,Inquiry,High,inProgress,10/16/2017,,Lindsey
1693,Coding,Testing,Bug,Low,Completed,10/17/2017,10/20/2017,David
1694,Testing,Field,Enhancement,Medium,Completed,10/18/2017,10/21/2017,Catherinee
1695,Design,Testing,Inquiry,Critical,Approved,10/19/2017,10/22/2017,Ryan
1696,Testing,Field,Bug,Medium,Completed,10/20/2017,,Michelle
1697,Documentation,Field,Enhancement,Major,pendingReview,10/21/2017,,Robert
1698,Design,Coding,Inquiry,High,inProgress,10/22/2017,,Christopher
1699,Coding,Testing,Bug,Low,Completed,3/2/2017,3/26/2017,William
1700,Design,Coding,Inquiry,High,inProgress,3/3/2017,,Joseph
1701,Testing,Field,Bug,Medium,Completed,2/27/2017,3/18/2017,Michelle
1702,Documentation,Field,Enhancement,Major,pendingReview,2/28/2017,,Brent
1703,Design,Coding,Inquiry,High,inProgress,3/1/2017,,Orlando
1704,Coding,Testing,Bug,Low,Completed,3/2/2017,3/3/2017,Linda
1705,Design,Coding,Inquiry,High,inProgress,3/3/2017,,Lindsey
1706,Coding,Testing,Bug,Low,Completed,12/4/2017,12/15/2017,David
1707,Testing,Field,Enhancement,Medium,Completed,12/5/2017,12/16/2017,Catherinee
1708,Design,Testing,Inquiry,Critical,Approved,12/6/2017,,Smith
1709,Requirements,Coding,Inquiry,High,inProgress,12/7/2017,,Joseph
1710,Requirements,Design,Inquiry,Low,Rejected,12/8/2017,12/19/2017,Victor
1711,Testing,Field,Inquiry,Medium,Completed,12/9/2017,12/20/2017,Justin
1712,Documentation,Field,Inquiry,Major,pendingReview,12/10/2017,,Jessica
1713,Design,Testing,Enhancement,High,Approved,12/11/2017,,Michelle
1714,Requirements,Design,Inquiry,Low,Rejected,12/12/2017,12/13/2017,Smith
1715,Testing,Field,Bug,Medium,Completed,12/13/2017,12/14/2017,Kim
1716,Documentation,Field,Enhancement,Major,pendingReview,12/14/2017,,Linda
1717,Design,Testing,Inquiry,Critical,Approved,12/15/2017,,David
1718,Requirements,Coding,Bug,High,inProgress,12/16/2017,,Michelle
1719,Requirements,Design,Inquiry,Low,Rejected,12/17/2017,3/25/2017,Smith
1720,Testing,Field,Bug,Medium,Completed,12/18/2017,3/26/2017,Michelle
1721,Documentation,Field,Enhancement,Major,pendingReview,12/19/2017,,Roy
1722,Design,Coding,Inquiry,High,inProgress,12/20/2017,,Derek
1723,Requirements,Testing,Bug,High,Completed,3/17/2017,3/25/2017,Lindsey
1724,Testing,Field,Bug,Medium,Completed,2/27/2017,3/18/2017,Joseph
1725,Documentation,Field,Enhancement,Major,pendingReview,2/28/2017,,Roy
1726,Design,Coding,Inquiry,High,inProgress,3/1/2017,,John
1727,Coding,Testing,Bug,Low,Completed,3/2/2017,3/3/2017,Victoria
1728,Design,Coding,Inquiry,High,inProgress,3/3/2017,,Lindsey
1729,Coding,Testing,Bug,Low,Completed,3/4/2017,3/15/2017,David
1730,Testing,Field,Enhancement,Medium,Completed,3/5/2017,3/16/2017,Catherine
1731,Design,Testing,Inquiry,Critical,Approved,3/6/2017,,Roy
1732,Requirements,Coding,Bug,Critical,inProgress,3/7/2017,,Michelle
1733,Requirements,Design,Inquiry,Low,Rejected,3/8/2017,3/19/2017,Roy
1734,Testing,Field,Bug,Medium,Completed,3/9/2017,3/10/2017,John
1735,Documentation,Field,Inquiry,Major,pendingReview,3/10/2017,,Jessica
1736,Design,Testing,Enhancement,High,Approved,3/11/2017,,Joseph
1737,Requirements,Design,Inquiry,Low,Rejected,3/12/2017,3/13/2017,Smith
1738,Design,Testing,Enhancement,High,Approved,4/11/2017,4/12/2017,Michelle
1739,Requirements,Design,Inquiry,Low,Rejected,4/12/2017,4/13/2017,Smith
1740,Testing,Field,Bug,Medium,Completed,4/13/2017,4/14/2017,Kim
1741,Documentation,Field,Enhancement,Major,pendingReview,3/14/2017,,Linda
1742,Design,Testing,Inquiry,Critical,Approved,3/15/2017,,David
1743,Requirements,Coding,Bug,High,inProgress,7/16/2017,8/24/2017,Michelle
1744,Requirements,Design,Inquiry,Low,Rejected,7/17/2017,8/25/2017,Smith
1745,Testing,Field,Bug,Medium,Rejected,7/18/2017,8/26/2017,Michelle
1746,Documentation,Field,Enhancement,Major,Rejected,7/19/2017,8/27/2017,Roy
1747,Design,Coding,Inquiry,High,Rejected,7/20/2017,8/28/2017,Derek
1748,Requirements,Testing,Bug,High,Completed,7/21/2017,8/29/2017,Lindsey
1749,Documentation,Field,Inquiry,Major,pendingReview,5/10/2017,,Jessica
1750,Design,Testing,Enhancement,High,Approved,5/11/2017,,Michelle
1751,Requirements,Design,Inquiry,Low,Rejected,5/12/2017,5/13/2017,Smith
1752,Testing,Field,Bug,Medium,Completed,5/13/2017,5/14/2017,Kim
1753,Documentation,Field,Enhancement,Major,pendingReview,5/20/2017,,Linda
1754,Design,Testing,Inquiry,Critical,Approved,5/21/2017,,David
1755,Requirements,Coding,Bug,High,inProgress,5/22/2017,,Michelle
1756,Requirements,Design,Inquiry,Low,Rejected,5/17/2017,5/25/2017,Smith
1757,Testing,Field,Bug,Medium,Completed,5/18/2017,5/26/2017,Michelle
1758,Documentation,Field,Enhancement,Major,pendingReview,5/19/2017,,Roy
1759,Design,Coding,Inquiry,High,inProgress,5/20/2017,,Derek
1760,Requirements,Testing,Bug,High,Completed,5/21/2017,5/25/2017,Lindsey
1761,Testing,Field,Bug,Medium,Completed,5/22/2017,5/26/2017,Joseph
1762,Documentation,Field,Enhancement,Major,pendingReview,5/27/2017,,Roy
1763,Design,Coding,Inquiry,High,inProgress,5/28/2017,,John
1764,Coding,Testing,Bug,Low,Completed,5/25/2017,6/3/2017,Victoria
1765,Design,Coding,Inquiry,High,inProgress,5/26/2017,,Lindsey
1766,Coding,Testing,Bug,Low,Completed,5/27/2017,6/5/2017,David
1767,Testing,Field,Enhancement,Medium,Completed,5/28/2017,6/6/2017,Catherine
1768,Design,Testing,Inquiry,Critical,Approved,3/6/2017,,Roy
1769,Requirements,Coding,Bug,Critical,inProgress,3/7/2017,,Michelle
1770,Requirements,Design,Inquiry,Low,Rejected,3/8/2017,3/19/2017,Roy
1771,Testing,Field,Bug,Medium,Completed,3/9/2017,3/10/2017,John
1772,Documentation,Field,Enhancement,Major,pendingReview,4/5/2017,,Sandy
1773,Design,Testing,Bug,Critical,Completed,4/6/2017,6/8/2017,David
1774,Requirements,Coding,Bug,High,Completed,4/7/2017,6/9/2017,Michelle
1775,Requirements,Design,Inquiry,Low,Completed,4/8/2017,,Jeremy
1776,Testing,Field,Bug,Medium,Completed,4/9/2017,6/11/2017,Joseph
1777,Documentation,Field,Enhancement,Major,Completed,4/10/2017,6/12/2017,Roy
1778,Design,Coding,Inquiry,Low,Completed,4/11/2017,,Zachary
1779,Testing,Field,Bug,Medium,Completed,4/12/2017,6/14/2017,Tamara
1780,Documentation,Field,Enhancement,Major,pendingReview,4/13/2017,,Eric
1781,Design,Coding,Inquiry,High,inProgress,4/14/2017,,John
1782,Documentation,Field,Enhancement,Major,pendingReview,6/5/2017,,Sandy
1783,Design,Testing,Bug,Critical,Approved,6/6/2017,,David
1784,Requirements,Coding,Bug,High,pendingReview,6/7/2017,,Michelle
1785,Requirements,Design,Inquiry,Low,pendingReview,6/8/2017,,Jeremy
1786,Testing,Field,Bug,Medium,pendingReview,6/9/2017,,Joseph
1787,Documentation,Field,Enhancement,Major,Completed,6/10/2017,8/3/2017,Roy
1788,Design,Coding,Inquiry,Low,Completed,6/11/2017,8/4/2017,Zachary
1789,Testing,Field,Bug,Medium,Completed,6/12/2017,,Tamara
1790,Documentation,Field,Enhancement,Major,Rejected,6/13/2017,,Eric
1791,Documentation,Field,Enhancement,Major,Rejected,4/10/2017,8/7/2017,Roy
1792,Design,Coding,Inquiry,Low,Completed,4/11/2017,,Zachary
1793,Testing,Field,Bug,Medium,Completed,4/12/2017,8/9/2017,Tamara
1794,Documentation,Field,Enhancement,Major,Completed,4/13/2017,8/10/2017,Eric
1795,Design,Coding,Inquiry,High,inProgress,4/14/2017,,John
1796,Coding,Testing,Bug,Low,Completed,3/2/2017,3/3/2017,Rose
1797,Design,Coding,Inquiry,High,inProgress,3/3/2017,,Lindsey
1798,Coding,Testing,Bug,Low,Completed,3/4/2017,3/15/2017,David
1799,Testing,Field,Enhancement,Medium,Completed,3/5/2017,3/16/2017,Kristen
1800,Design,Testing,Inquiry,Critical,Approved,3/6/2017,,Robert
1801,Requirements,Coding,Bug,Critical,inProgress,3/7/2017,,Michelle
1802,Requirements,Design,Inquiry,Low,Rejected,3/8/2017,3/19/2017,Roy
1803,Testing,Field,Bug,Medium,Completed,3/9/2017,3/10/2017,John
1804,Documentation,Field,Inquiry,Major,pendingReview,3/10/2017,,Jessica
1805,Design,Testing,Enhancement,High,Approved,3/11/2017,,Joseph
1806,Requirements,Design,Inquiry,Low,Rejected,3/12/2017,3/13/2017,Smith
1807,Testing,Field,Bug,Medium,Completed,2/13/2017,3/7/2017,Kim
1808,Documentation,Field,Enhancement,Major,pendingReview,1/5/2017,,Sandy
1809,Design,Testing,Bug,Critical,Approved,1/6/2017,,David
1810,Requirements,Coding,Bug,High,inProgress,1/7/2017,,Michelle
1811,Requirements,Design,Inquiry,Low,Rejected,1/8/2017,4/3/2017,Jeremy
1812,Testing,Field,Bug,Medium,Completed,1/9/2017,4/10/2017,Joseph
1813,Documentation,Field,Enhancement,Major,pendingReview,10/10/2017,,Roy
1814,Design,Coding,Inquiry,Low,inProgress,10/11/2017,,Zachary
1815,Testing,Field,Bug,Medium,Completed,10/12/2017,10/15/2017,Tamara
1816,Documentation,Field,Enhancement,Major,pendingReview,10/13/2017,,Eric
1817,Design,Coding,Inquiry,High,inProgress,10/14/2017,,John
1818,Coding,Testing,Bug,Low,Completed,10/15/2017,10/18/2017,Robert
1819,Design,Coding,Inquiry,High,inProgress,10/16/2017,,Lindsey
1820,Coding,Testing,Bug,Low,Completed,10/17/2017,11/20/2017,David
1821,Testing,Field,Enhancement,Medium,Completed,10/18/2017,11/21/2017,Catherinee
1822,Design,Testing,Inquiry,Critical,Approved,10/19/2017,,Ryan
1823,Testing,Field,Bug,Medium,Completed,4/9/2017,6/11/2017,Joseph
